query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
WP_022646807.1	blaACT-7	0.959	381	16	0	1	381	1	381	1.3409999999999999e-253	770
WP_023043158.1	VanX	0.792	83	17	0	1	83	1	83	7.285e-38	137
WP_023043160.1	VanH	0.608	318	124	0	3	320	2	319	6.099e-119	378
WP_023043160.1	VanHOX	0.602	311	123	0	7	317	35	345	1.044e-114	366
WP_023085632.1	blaPAO	0.966	397	13	0	1	397	1	397	8.04e-267	809
WP_023085632.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_023085632.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_023089477.1	blaPAO	0.967	397	13	0	1	397	1	397	3.1239999999999998e-267	810
WP_023089477.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_023089477.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_023091031.1	blaPAO	0.966	397	13	0	1	397	1	397	8.04e-267	809
WP_023091031.1	blaCMY-8b	0.578	375	156	0	13	387	11	380	1.667e-131	418
WP_023091031.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.0969999999999999e-130	416
WP_023092413.1	blaPAO	0.959	397	16	0	1	397	1	397	1.704e-264	802
WP_023092413.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	2.283e-131	418
WP_023092413.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.5019999999999999e-130	415
WP_023100808.1	blaPAO	0.965	397	14	0	1	397	1	397	1.1019999999999999e-266	809
WP_023100808.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	2.283e-131	418
WP_023100808.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.5019999999999999e-130	415
WP_023108311.1	blaPAO	0.961	397	15	0	1	397	1	397	3.526e-265	804
WP_023108311.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_023108311.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_023109643.1	blaPAO	0.961	397	15	0	1	397	1	397	3.526e-265	804
WP_023109643.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	3.1250000000000003e-131	417
WP_023109643.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.056e-130	415
WP_023114693.1	blaPAO	0.963	397	15	0	1	397	1	397	9.999e-266	806
WP_023114693.1	blaCMY-8b	0.575	375	157	0	13	387	11	380	8.015000000000001e-131	416
WP_023114693.1	blaMOX-1	0.573	375	158	0	13	387	11	380	5.273e-130	414
WP_023115067.1	blaPAO	0.965	397	14	0	1	397	1	397	2.069e-266	808
WP_023115067.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	3.1250000000000003e-131	417
WP_023115067.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.056e-130	415
WP_023118898.1	blaPAO	0.969	397	12	0	1	397	1	397	8.859e-268	812
WP_023118898.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_023118898.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_023130930.1	blaPAO	0.97	397	12	0	1	397	1	397	4.718e-268	812
WP_023130930.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_023130930.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_023132404.1	blaOXA-50	0.983	262	4	0	1	262	1	262	3.826e-178	545
WP_023132404.1	blaOXA-395	0.978	262	6	0	1	262	1	262	4.766e-177	542
WP_023132404.1	blaOXA-488	0.977	262	6	0	1	262	1	262	6.533e-177	542
WP_023216493.1	fosA7	0.994	140	1	0	1	140	1	140	3.1959999999999996e-94	296
WP_023216493.1	fosA2	0.868	136	18	0	1	136	1	136	3.226e-77	247
WP_023216493.1	fosA	0.856	136	19	0	1	136	1	136	7.586e-76	243
WP_023231494.1	fosA7	0.993	140	1	0	1	140	1	140	4.3829999999999996e-94	296
WP_023231494.1	fosA2	0.862	136	19	0	1	136	1	136	1.564e-76	245
WP_023231494.1	fosA	0.846	136	21	0	1	136	1	136	9.487e-75	240
WP_023271137.1	blaOXA-286	0.941	280	16	0	1	280	1	280	4.626e-181	555
WP_023271137.1	blaOXA-287	0.934	278	18	0	3	280	1	278	3.4680000000000004e-178	546
WP_023271137.1	blaOXA-303	0.927	280	20	0	1	280	1	280	8.927000000000001e-178	545
WP_023289605.1	blaOKP-A-4	0.938	286	18	0	1	286	1	286	3.1770000000000005e-184	564
WP_023289605.1	blaOKP-A-13	0.937	286	18	0	1	286	1	286	4.3540000000000004e-184	564
WP_023289605.1	blaOKP-A-11	0.935	286	19	0	1	286	1	286	1.536e-183	562
WP_023293464.1	blaMIR-5	0.967	381	13	0	1	381	1	381	2.4580000000000003e-256	778
WP_023293464.1	blaMIR-3	0.966	381	13	0	1	381	1	381	4.6160000000000003e-256	777
WP_023293464.1	blaMIR-1	0.966	381	13	0	1	381	1	381	8.668000000000001e-256	776
WP_023318187.1	blaOKP-B-7	0.931	286	20	0	1	286	1	286	1.3950000000000001e-182	559
WP_023318187.1	blaOKP-B-8	0.929	286	20	0	1	286	1	286	3.592e-182	558
WP_023318187.1	blaOKP-B-3	0.928	286	21	0	1	286	1	286	4.923e-182	558
WP_023323140.1	OqxB	0.921	1050	83	0	1	1050	1	1050	0.0	2023
WP_023323140.1	oqxB	0.921	1050	83	0	1	1050	1	1050	0.0	2023
WP_023326542.1	blaMIR-5	0.968	381	12	0	1	381	1	381	1.793e-256	778
WP_023326542.1	blaMIR-1	0.966	381	13	0	1	381	1	381	6.325000000000001e-256	777
WP_023326542.1	blaMIR-3	0.964	381	14	0	1	381	1	381	2.2309999999999997e-255	775
WP_023331841.1	blaACT-9	0.967	380	13	0	1	380	1	380	1.1879999999999999e-255	776
WP_023331841.1	blaACT-4	0.932	381	26	0	1	381	1	381	2.9809999999999997e-245	746
WP_023331841.1	blaACT-6	0.931	381	26	0	1	381	1	381	7.672e-245	745
WP_023341517.1	blaSHV-1	0.933	286	19	0	1	286	1	286	3.955e-183	561
WP_023341517.1	blaSHV-48	0.932	286	19	0	1	286	1	286	5.42e-183	561
WP_023341517.1	blaSHV-103	0.931	286	20	0	1	286	1	286	1.0180000000000001e-182	560
WP_023342632.1	OqxB	0.922	1050	82	0	1	1050	1	1050	0.0	2025
WP_023342632.1	oqxB	0.922	1050	82	0	1	1050	1	1050	0.0	2025
WP_023345296.1	blaMIR-5	0.966	381	13	0	1	381	1	381	6.325000000000001e-256	777
WP_023345296.1	blaMIR-3	0.965	381	13	0	1	381	1	381	1.1879999999999999e-255	776
WP_023345296.1	blaMIR-1	0.964	381	14	0	1	381	1	381	2.2309999999999997e-255	775
WP_023434793.1	rmtF	0.943	259	15	0	1	259	1	259	1.589e-167	514
WP_023434793.1	rmtB2	0.438	251	137	0	8	258	6	249	9.575e-58	198
WP_023434793.1	rmtB	0.436	251	137	0	8	258	6	249	2.452e-57	196
WP_023874922.1	blaPAO	0.957	397	17	0	1	397	1	397	8.234e-264	800
WP_023874922.1	blaCMY-8b	0.575	375	157	0	13	387	11	380	1.0969999999999999e-130	416
WP_023874922.1	blaADC-25	0.47	389	202	0	1	389	1	383	1.2510000000000002e-102	334
WP_023913271.1	blaPAO	0.969	397	12	0	1	397	1	397	8.859e-268	812
WP_023913271.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	2.283e-131	418
WP_023913271.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.5019999999999999e-130	415
WP_024127776.1	mph(C)	0.514	275	133	0	2	276	5	279	1.124e-80	266
WP_024127776.1	mph(J)	0.474	286	150	0	7	292	12	297	5.929e-75	249
WP_024127776.1	mph(K)	0.446	291	158	0	1	291	10	296	8.828000000000001e-70	234
WP_024436624.1	blaADC-25	0.958	383	16	0	1	383	1	383	1.1839999999999999e-254	773
WP_024436624.1	blaOCH-3	0.507	362	176	0	23	381	25	386	7.326e-106	343
WP_024436624.1	blaOCH-2	0.504	362	178	0	23	381	25	386	4.805e-105	341
WP_024437054.1	aac(6')-IIa	0.887	178	20	0	7	184	7	184	2.2589999999999998e-105	331
WP_024437054.1	aac(6')-32	0.87	178	23	0	7	184	7	184	6.61e-103	324
WP_024437054.1	aac(6')-IIc	0.806	181	35	0	1	181	1	181	3.108e-95	302
WP_024566153.1	blaGOB-1	0.974	290	8	0	1	290	1	290	1.214e-195	597
WP_024566153.1	blaGOB-10	0.965	290	10	0	1	290	1	290	2.58e-193	591
WP_024566153.1	blaGOB-12	0.964	290	10	0	1	290	1	290	3.536e-193	590
WP_024567831.1	blaGOB-13	0.972	292	8	0	1	292	1	292	2.0129999999999998e-196	600
WP_024567831.1	blaGOB-14	0.971	292	8	0	1	292	1	292	2.7589999999999995e-196	599
WP_024567831.1	blaGOB-15	0.969	292	9	0	1	292	1	292	9.736e-196	598
WP_024915536.1	blaPAO	0.951	397	19	0	1	397	1	397	4.9479999999999997e-262	795
WP_024915536.1	blaCMY-8b	0.575	375	157	0	13	387	11	380	1.0969999999999999e-130	416
WP_024915536.1	blaMOX-1	0.572	375	158	0	13	387	11	380	7.218e-130	413
WP_024916334.1	blaOXA-395	0.968	263	8	0	1	263	1	262	1.169e-175	538
WP_024916334.1	blaOXA-50	0.964	263	9	0	1	263	1	262	1.063e-174	535
WP_024916334.1	blaOXA-488	0.964	263	9	0	1	263	1	262	1.063e-174	535
WP_024963478.1	tet(W)	0.871	639	82	0	1	639	1	639	0.0	1156
WP_024963478.1	tet(O/W)-2	0.862	639	88	0	1	639	1	639	0.0	1143
WP_024963478.1	tet(O/W)-1	0.862	639	88	0	1	639	1	639	0.0	1143
WP_025006557.1	blaOXA-193	0.95	257	13	0	1	257	1	257	1.055e-167	515
WP_025006557.1	blaOXA-450	0.947	257	14	0	1	257	1	257	3.724e-167	513
WP_025006557.1	blaOXA-489	0.947	257	14	0	1	257	1	257	5.105e-167	513
WP_025325152.1	blaPAO	0.969	397	12	0	1	397	1	397	6.465e-268	812
WP_025325152.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	4.2770000000000004e-131	417
WP_025325152.1	blaMOX-1	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_026025287.1	blaTMB-1	0.477	226	114	0	13	238	11	229	1.1550000000000001e-58	199
WP_026025287.1	blaTMB-2	0.477	226	114	0	13	238	11	229	1.1550000000000001e-58	199
WP_026025287.1	blaVMB-1	0.468	235	119	0	4	238	10	234	1.284e-59	202
WP_026382828.1	blaOXA-114g	0.981	275	5	0	1	275	1	275	8.908999999999999e-187	571
WP_026382828.1	blaOXA-114f	0.976	275	7	0	1	275	1	275	1.109e-185	568
WP_026382828.1	blaOXA-114b	0.976	275	7	0	1	275	1	275	1.109e-185	568
WP_026444036.1	blaOXA-103	0.953	273	13	0	1	273	1	273	5.1609999999999994e-179	548
WP_026444036.1	blaOXA-102	0.952	273	13	0	1	273	1	273	7.074e-179	548
WP_026444036.1	blaOXA-133	0.95	273	14	0	1	273	1	273	2.496e-178	546
WP_027373439.1	blaCME-1	0.593	293	118	0	1	292	1	293	1.007e-105	338
WP_027373439.1	blaTLA-1	0.535	287	132	0	4	288	21	307	1.303e-89	291
WP_027373439.1	blaSPU-1	0.513	287	138	0	2	288	3	287	1.454e-84	277
WP_027789588.1	blaLUT-1	0.645	253	89	0	57	309	40	292	1.936e-100	324
WP_027789588.1	blaA	0.606	247	97	0	55	301	21	267	8.442e-90	293
WP_027789588.1	blaCTX-M-67	0.592	255	104	0	55	309	35	289	3.292e-90	294
WP_027814019.1	aac(6')-IIa	0.851	177	26	0	8	184	8	184	1.759e-99	314
WP_027814019.1	aac(6')-32	0.831	183	31	0	2	184	3	184	4.981e-100	316
WP_027814019.1	aac(6')-IIc	0.816	181	33	0	1	181	1	181	1.326e-96	306
WP_028030786.1	blaTER-2	0.46	259	138	0	32	288	23	281	5.546e-64	217
WP_028030786.1	blaLAP-1	0.446	261	143	0	29	288	22	282	1.133e-61	211
WP_028030786.1	blaTEM-124	0.433	263	146	0	30	288	20	282	2.306e-59	204
WP_029424536.1	blaADC-25	0.96	383	15	0	1	383	1	383	2.4489999999999996e-255	775
WP_029424536.1	blaOCH-2	0.504	362	178	0	23	381	25	386	6.573e-105	340
WP_029424536.1	blaOCH-3	0.494	375	188	0	10	381	12	386	7.326e-106	343
WP_029610673.1	blaPAO	0.965	397	14	0	1	397	1	397	1.1019999999999999e-266	809
WP_029610673.1	blaCMY-8b	0.579	375	155	0	13	387	11	380	8.898e-132	419
WP_029610673.1	blaMOX-1	0.576	375	156	0	13	387	11	380	5.855000000000001e-131	417
WP_029728367.1	blaB-11	0.976	249	6	0	1	249	1	249	9.915e-168	514
WP_029728367.1	blaB-2	0.974	249	6	0	1	249	1	249	2.553e-167	513
WP_029728367.1	blaB-3	0.972	249	7	0	1	249	1	249	9.012e-167	512
WP_029729112.1	blaB-11	0.979	249	5	0	1	249	1	249	2.809e-168	516
WP_029729112.1	blaB-2	0.977	249	6	0	1	249	1	249	7.233e-168	515
WP_029729112.1	blaB-3	0.974	249	6	0	1	249	1	249	2.553e-167	513
WP_029884393.1	OqxB	0.921	1050	83	0	1	1050	1	1050	0.0	2024
WP_029884393.1	oqxB	0.921	1050	83	0	1	1050	1	1050	0.0	2024
WP_030183523.1	aph(3')-Vb	0.601	260	103	0	8	267	5	264	5.485e-95	306
WP_030183523.1	aph(3')-Vc	0.597	260	104	0	8	267	5	264	4.962999999999999e-94	303
WP_030183523.1	aph(3')-Va	0.595	268	108	0	1	267	1	268	9.176e-97	311
WP_030275963.1	mph(F)	0.309	102	70	0	184	285	191	292	2.858e-08	51
WP_030275963.1	mph(K)	0.305	97	66	0	184	279	198	294	2.823e-07	48
WP_030275963.1	mph(A)	0.255	185	137	0	96	280	107	291	4.707e-13	66
WP_031192893.1	aadA14	0.808	262	50	0	1	262	1	261	2.33e-140	436
WP_031192893.1	aadA8b	0.632	250	92	0	9	258	9	258	2.874e-97	312
WP_031192893.1	aadA8	0.629	250	92	0	9	258	9	258	1.012e-96	310
WP_031257659.1	blaGOB-1	0.967	290	10	0	1	290	1	290	5.335e-194	593
WP_031257659.1	blaGOB-10	0.958	290	12	0	1	290	1	290	1.1330000000000001e-191	586
WP_031257659.1	blaGOB-12	0.957	290	12	0	1	290	1	290	1.553e-191	586
WP_031281281.1	catB1	0.808	205	39	0	1	205	1	205	8.098000000000001e-109	342
WP_031281281.1	catB8	0.736	206	54	0	1	205	1	206	4.833e-97	308
WP_031281281.1	catB7	0.731	209	55	0	1	207	1	209	7.29e-98	311
WP_031630420.1	blaPAO	0.966	397	13	0	1	397	1	397	5.867e-267	809
WP_031630420.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	5.855000000000001e-131	417
WP_031630420.1	blaMOX-1	0.573	375	158	0	13	387	11	380	3.852e-130	414
WP_031638595.1	blaPAO	0.962	397	15	0	1	397	1	397	1.3700000000000002e-265	805
WP_031638595.1	blaCMY-8b	0.577	375	156	0	13	387	11	380	2.283e-131	418
WP_031638595.1	blaMOX-1	0.575	375	157	0	13	387	11	380	1.5019999999999999e-130	415
WP_031687354.1	blaPAO	0.967	397	13	0	1	397	1	397	3.1239999999999998e-267	810
WP_031687354.1	blaCMY-8b	0.574	375	157	0	13	387	11	380	2.814e-130	415
WP_031687354.1	blaMOX-1	0.571	375	158	0	13	387	11	380	1.851e-129	412
WP_031690214.1	blaPAO	0.966	397	13	0	1	397	1	397	8.04e-267	809
WP_031690214.1	blaCMY-8b	0.576	375	156	0	13	387	11	380	5.855000000000001e-131	417
WP_031690214.1	blaADC-25	0.475	389	201	0	1	389	1	383	5.461e-104	338
WP_031691948.1	blaOXA-488	0.983	262	4	0	1	262	1	262	3.826e-178	545
WP_031691948.1	blaOXA-395	0.978	262	6	0	1	262	1	262	3.477e-177	542
WP_031691948.1	blaOXA-50	0.978	262	6	0	1	262	1	262	4.766e-177	542
WP_031692400.1	blaPAO	0.961	397	15	0	1	397	1	397	3.526e-265	804
WP_031692400.1	blaCMY-8b	0.574	375	157	0	13	387	11	380	2.056e-130	415
WP_031692400.1	blaMOX-1	0.571	375	158	0	13	387	11	380	1.353e-129	413
WP_031694184.1	blaOXA-395	0.982	262	5	0	1	262	1	262	7.188e-178	544
WP_031694184.1	blaOXA-50	0.977	262	6	0	1	262	1	262	6.533e-177	542
WP_031694184.1	blaOXA-488	0.977	262	6	0	1	262	1	262	6.533e-177	542
WP_031757092.1	blaOXA-488	0.983	262	4	0	1	262	1	262	3.826e-178	545
WP_031757092.1	blaOXA-395	0.978	262	6	0	1	262	1	262	3.477e-177	542
WP_031757092.1	blaOXA-50	0.978	262	6	0	1	262	1	262	4.766e-177	542
WP_031950434.1	blaADC-25	0.959	384	16	0	1	384	1	383	7.278e-256	777
WP_031950434.1	blaOCH-2	0.498	362	180	0	23	382	25	386	4.02e-103	335
WP_031950434.1	blaOCH-3	0.488	375	190	0	10	382	12	386	4.4840000000000004e-104	338
WP_031960999.1	blaADC-25	0.958	383	16	0	1	383	1	383	8.638e-255	773
WP_031960999.1	blaOCH-2	0.509	362	176	0	23	381	25	386	2.861e-106	344
WP_031960999.1	blaOCH-3	0.498	375	186	0	10	381	12	386	3.187e-107	347
WP_031961878.1	blaADC-25	0.959	384	16	0	1	384	1	383	9.974000000000001e-256	776
WP_031961878.1	blaOCH-2	0.498	362	180	0	23	382	25	386	5.499999999999999e-103	335
WP_031961878.1	blaOCH-3	0.487	375	191	0	10	382	12	386	6.134e-104	338
WP_031965243.1	blaADC-25	0.955	383	17	0	1	383	1	383	7.84e-254	771
WP_031965243.1	blaOCH-3	0.511	362	175	0	23	381	25	386	5.967e-107	346
WP_031965243.1	blaOCH-2	0.508	362	176	0	23	381	25	386	3.914e-106	344
WP_031973850.1	blaADC-25	0.966	383	13	0	1	383	1	383	2.974e-257	781
WP_031973850.1	blaOCH-2	0.498	362	180	0	23	381	25	386	2.825e-103	336
WP_031973850.1	blaOCH-3	0.488	375	190	0	10	381	12	386	3.15e-104	338
WP_031975357.1	blaADC-25	0.958	384	16	0	1	384	1	383	1.367e-255	776
WP_031975357.1	blaOCH-2	0.497	362	181	0	23	382	25	386	1.029e-102	334
WP_031975357.1	blaOCH-3	0.486	375	191	0	10	382	12	386	1.148e-103	337
WP_031976577.1	blaADC-25	0.949	383	19	0	1	383	1	383	6.457e-252	765
WP_031976577.1	blaOCH-3	0.486	375	191	0	10	381	12	386	2.0649999999999998e-103	336
WP_031976577.1	blaOCH-8	0.484	375	191	0	10	381	12	386	7.233e-103	334
WP_031980335.1	blaADC-25	0.967	383	13	0	1	383	1	383	1.5829999999999999e-257	781
WP_031980335.1	blaOCH-2	0.499	362	179	0	23	381	25	386	1.5099999999999998e-103	336
WP_031980335.1	blaOCH-3	0.489	375	190	0	10	381	12	386	1.683e-104	339
WP_031981814.1	blaADC-25	0.921	383	30	0	1	383	1	383	5.059e-243	739
WP_031981814.1	blaOCH-3	0.491	375	189	0	10	381	12	386	3.512e-105	341
WP_031981814.1	blaOCH-2	0.487	375	190	0	10	381	12	386	5.896e-104	338
WP_031996777.1	blaADC-25	0.917	383	32	0	1	383	1	383	6.29e-242	736
WP_031996777.1	blaOCH-2	0.496	367	183	0	18	381	20	386	4.31e-104	338
WP_031996777.1	blaOCH-8	0.489	375	190	0	10	381	12	386	2.303e-104	339
WP_032000414.1	blaADC-25	0.963	383	14	0	1	383	1	383	1.9690000000000002e-256	778
WP_032000414.1	blaOCH-2	0.506	362	177	0	23	381	25	386	1.8759999999999998e-105	342
WP_032000414.1	blaOCH-3	0.495	375	187	0	10	381	12	386	2.0910000000000002e-106	345
WP_032005249.1	blaADC-25	0.942	383	22	0	1	383	1	383	9.986e-250	759
WP_032005249.1	blaOCH-8	0.495	375	187	0	10	381	12	386	2.0910000000000002e-106	345
WP_032005249.1	blaOCH-3	0.494	375	188	0	10	381	12	386	5.355e-106	344
WP_032017586.1	blaADC-25	0.956	383	17	0	1	383	1	383	3.0459999999999997e-254	772
WP_032017586.1	blaOCH-3	0.498	375	186	0	10	381	12	386	2.33e-107	347
WP_032017586.1	blaOCH-8	0.497	375	187	0	10	381	12	386	8.164e-107	346
WP_032018141.1	blaOXA-71	0.964	274	10	0	1	274	1	274	2.802e-182	558
WP_032018141.1	blaOXA-558	0.963	274	10	0	1	274	1	274	3.84e-182	557
WP_032018141.1	blaOXA-113	0.962	274	10	0	1	274	1	274	7.213e-182	557
WP_032027415.1	blaADC-25	0.957	384	16	0	1	384	1	383	4.82e-255	774
WP_032027415.1	blaOCH-2	0.497	362	181	0	23	382	25	386	7.523999999999999e-103	334
WP_032027415.1	blaOCH-3	0.487	375	191	0	10	382	12	386	8.391e-104	337
WP_032037870.1	blaADC-25	0.962	383	15	0	1	383	1	383	6.945000000000001e-256	777
WP_032037870.1	blaOCH-3	0.509	362	176	0	23	381	25	386	1.528e-106	345
WP_032037870.1	blaOCH-2	0.507	362	176	0	23	381	25	386	1.002e-105	343
WP_032039838.1	blaADC-25	0.969	383	12	0	1	383	1	383	2.3910000000000002e-258	784
WP_032039838.1	blaOCH-2	0.503	362	178	0	23	381	25	386	1.23e-104	340
WP_032039838.1	blaOCH-3	0.493	375	188	0	10	381	12	386	1.371e-105	342
WP_032053762.1	blaOXA-270	0.953	273	13	0	1	273	1	273	3.766e-179	549
WP_032053762.1	blaOXA-271	0.932	273	18	0	1	273	1	273	1.701e-174	535
WP_032053762.1	blaOXA-501	0.926	273	20	0	1	273	1	273	5.452e-173	531
WP_032055358.1	blaADC-25	0.945	383	21	0	1	383	1	383	1.1e-250	762
WP_032055358.1	blaOCH-8	0.512	362	175	0	23	381	25	386	2.33e-107	347
WP_032055358.1	blaOCH-2	0.511	362	175	0	23	381	25	386	4.361e-107	347
WP_032057042.1	blaOXA-506	0.953	273	13	0	1	273	1	273	3.766e-179	549
WP_032057042.1	blaOXA-533	0.951	273	13	0	1	273	1	273	9.695999999999999e-179	548
WP_032057042.1	blaOXA-522	0.951	273	13	0	1	273	1	273	1.329e-178	547
WP_032058755.1	blaADC-25	0.962	383	15	0	1	383	1	383	6.945000000000001e-256	777
WP_032058755.1	blaOCH-2	0.505	362	177	0	23	381	25	386	3.512e-105	341
WP_032058755.1	blaOCH-3	0.494	375	188	0	10	381	12	386	3.914e-106	344
WP_032061328.1	blaOXA-339	0.963	274	10	0	1	274	1	274	5.263e-182	557
WP_032061328.1	blaOXA-106	0.962	274	10	0	1	274	1	274	7.213e-182	557
WP_032061328.1	blaOXA-340	0.962	274	10	0	1	274	1	274	7.213e-182	557
WP_032062810.1	blaADC-25	0.965	383	13	0	1	383	1	383	4.0749999999999994e-257	780
WP_032062810.1	blaOCH-2	0.503	362	178	0	23	381	25	386	1.683e-104	339
WP_032062810.1	blaOCH-3	0.492	375	188	0	10	381	12	386	1.8759999999999998e-105	342
WP_032068214.1	blaADC-25	0.962	383	15	0	1	383	1	383	6.945000000000001e-256	777
WP_032068214.1	blaOCH-2	0.503	362	178	0	23	381	25	386	1.683e-104	339
WP_032068214.1	blaOCH-3	0.492	375	188	0	10	381	12	386	1.8759999999999998e-105	342
WP_032071188.1	blaADC-25	0.958	384	16	0	1	384	1	383	1.873e-255	775
WP_032071188.1	blaOCH-2	0.497	362	181	0	23	382	25	386	1.029e-102	334
WP_032071188.1	blaOCH-3	0.486	375	191	0	10	382	12	386	1.148e-103	337
WP_032410229.1	blaOXA-10	0.954	266	12	0	1	266	1	266	1.224e-174	535
WP_032410229.1	blaOXA-246	0.951	266	13	0	1	266	1	266	5.92e-174	533
WP_032410229.1	blaOXA-240	0.951	266	13	0	1	266	1	266	5.92e-174	533
WP_032488579.1	ant(3'')-Ii-aac(6')-IId	0.976	184	4	0	1	184	280	463	1.23e-122	381
WP_032488579.1	ant(3'')-Ih-aac(6')-IId	0.976	184	4	0	1	184	280	463	1.23e-122	381
WP_032488579.1	aac(3)-Ib-aac(6')-Ib	0.971	184	5	0	1	184	151	334	8.163000000000001e-122	378
WP_032488880.1	cat(pC194)	0.992	205	2	0	1	205	1	205	3.365e-139	432
WP_032488880.1	cat(pC233)	0.655	206	71	0	1	206	1	206	8.066e-83	269
WP_032488880.1	cat(pC221)	0.644	206	73	0	1	206	1	206	6.613e-81	263
WP_032489896.1	cmlA1	0.925	403	30	0	17	419	1	403	6.163999999999999e-257	782
WP_032489896.1	cmlB1	0.751	392	97	0	18	409	1	392	2.3560000000000002e-193	598
WP_032489896.1	floR	0.522	383	183	0	7	389	7	389	1.1270000000000001e-116	376
WP_032490534.1	ere(A)	0.884	408	47	0	1	408	1	406	9.244000000000001e-247	752
WP_032490534.1	ere(D)	0.279	370	265	0	28	397	31	398	1.2739999999999999e-39	150
WP_032490534.1	ere(B)	0.273	383	274	0	17	394	23	405	1.7249999999999998e-39	150
WP_032491313.1	dfrA8	0.488	51	26	0	4	54	5	55	2.587e-08	49
WP_032491313.1	dfrA24	0.374	81	48	0	4	81	16	96	4.779e-10	54
WP_032491313.1	dfrA10	0.367	128	77	0	14	135	15	142	3.158e-19	81
WP_032492104.1	cmlA1	0.905	403	38	0	17	419	1	403	3.11e-250	762
WP_032492104.1	cmlB1	0.752	392	97	0	18	409	1	392	6.693e-194	600
WP_032492104.1	floR	0.515	383	185	0	7	389	7	389	1.2379999999999999e-114	370
WP_032492328.1	cmlA1	0.832	391	66	0	17	407	1	391	3e-219	672
WP_032492328.1	cmlB1	0.743	390	100	0	18	407	1	390	5.403999999999999e-190	588
WP_032492328.1	floR	0.516	389	187	0	8	396	8	395	5.531e-117	377
WP_032494221.1	catB2	0.326	145	92	0	119	263	59	195	9.711e-17	78
WP_032494221.1	vat(B)	0.286	194	122	0	73	266	33	204	8.001e-19	84
WP_032494221.1	vat(C)	0.282	206	130	0	61	266	25	206	7.178e-20	87
WP_032495443.1	OqxB	0.922	1050	82	0	1	1050	1	1050	0.0	2026
WP_032495443.1	oqxB	0.922	1050	82	0	1	1050	1	1050	0.0	2026
WP_032608349.1	blaACT-16	0.967	380	13	0	1	380	1	380	2.2309999999999997e-255	775
WP_032608349.1	blaACT-7	0.961	381	15	0	1	381	1	381	2.0249999999999998e-254	772
WP_032608349.1	blaACT-14	0.961	381	15	0	1	381	1	381	2.774e-254	772
WP_032625176.1	blaACT-14	0.968	381	12	0	1	381	1	381	1.3090000000000001e-256	779
WP_032625176.1	blaACT-5	0.956	381	17	0	1	381	1	381	6.479999999999999e-253	768
WP_032625176.1	blaACT-7	0.954	381	17	0	1	381	1	381	3.1320000000000002e-252	766
WP_032634099.1	rmtB2	0.956	251	11	0	1	251	1	251	8.183000000000001e-165	506
WP_032634099.1	rmtB	0.955	251	11	0	1	251	1	251	1.1219999999999999e-164	506
WP_032634099.1	rmtA	0.821	250	45	0	1	250	1	250	2.4559999999999998e-136	424
WP_032644152.1	blaACT-6	0.941	381	22	0	1	381	1	381	5.467e-248	754
WP_032644152.1	blaACT-2	0.94	380	23	0	1	380	2	381	4.961e-247	751
WP_032644152.1	blaACT-4	0.936	381	24	0	1	381	1	381	1.75e-246	749
WP_032652275.1	blaACT-7	0.973	381	10	0	1	381	1	381	4.088e-258	783
WP_032652275.1	blaACT-15	0.969	381	12	0	1	381	1	381	6.969e-257	779
WP_032652275.1	blaACT-16	0.967	380	13	0	1	380	1	380	1.1879999999999999e-255	776
WP_032667553.1	dfrA22	0.925	165	12	0	1	165	1	165	1.303e-102	322
WP_032667553.1	dfrA33	0.921	165	13	0	1	165	1	165	4.6050000000000004e-102	320
WP_032667553.1	dfrA21	0.889	165	18	0	1	165	1	165	1.12e-97	308
WP_032675805.1	blaMIR-5	0.966	381	13	0	1	381	1	381	8.668000000000001e-256	776
