id	database	name	metadata	card: id	card: name	card: match_type	card: match_identity	card: match_coverage	card: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
WP_063851343.1	ncbi	lnu(E)	phenotype: confers resistance to subclass: LINCOSAMIDE, product: lincosamide nucleotidyltransferase Lnu(E)	ARO3003762	lnuE	RBH	1.0	1.0	PMID: ['24366733'], additional_phenotype: confers resistance to drug class: LINCOSAMIDE ANTIBIOTIC, is_a: ARO:3000221:lincosamide nucleotidyltransferase (LNU), phenotype: confers resistance to antibiotic: LINCOMYCIN	lnu(E)	lnu(E)	RBH	0.994	1.0	phenotype: confers resistance to: LINCOMYCIN
WP_063851344.1	ncbi	lnu(F)	phenotype: confers resistance to subclass: LINCOSAMIDE, product: lincosamide nucleotidyltransferase Lnu(F)	ARO3002839	lnuF	RBH	1.0	1.0	PMID: ['15242512'], additional_phenotype: confers resistance to drug class: LINCOSAMIDE ANTIBIOTIC, is_a: ARO:3000221:lincosamide nucleotidyltransferase (LNU), phenotype: confers resistance to antibiotic: CLINDAMYCIN,  LINCOMYCIN	lnu(F)	lnu(F)	RBH	0.93	1.0	phenotype: confers resistance to: LINCOMYCIN
WP_063851347.1	ncbi	lsa(C)	phenotype: confers resistance to subclass: LINCOSAMIDE, STREPTOGRAMIN, product: ABC-F type ribosomal protection protein Lsa(C)	ARO3003112	lsaC	RBH	1.0	1.0	PMID: ['21245447'], additional_phenotype: confers resistance to drug class: LINCOSAMIDE ANTIBIOTIC,  PLEUROMUTILIN ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004472:lsa-type ABC-F protein, phenotype: confers resistance to antibiotic: CLINDAMYCIN,  LINCOMYCIN,  PLEUROMUTILIN	lsa(C)	lsa(C)	RBH	1.0	1.0	phenotype: confers resistance to: CLINDAMYCIN, DALFOPRISTIN, LINCOMYCIN, PRISTINAMYCIN IIA, TIAMULIN, VIRGINIAMYCIN M
WP_063852700.1	ncbi	mecA2	phenotype: confers resistance to subclass: METHICILLIN, product: PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2							mecA2	mecA2	RBH	0.985	1.0	phenotype: confers resistance to: AMOXICILLIN, AMOXICILLIN+CLAVULANIC ACID, AMPICILLIN, AMPICILLIN+CLAVULANIC ACID, CEFEPIME, CEFIXIME, CEFOTAXIME, CEFOXITIN, CEFTAZIDIME, ERTAPENEM, IMIPENEM, MEROPENEM, PIPERACILLIN, PIPERACILLIN+TAZOBACTAM
WP_063853591.1	ncbi	mef(A)	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, product: macrolide efflux MFS transporter Mef(A)	ARO3000616	mel	RBH	0.995	1.0	PMID: ['23114767', '22137270', '16189099'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004471:msr-type ABC-F protein, phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  TELITHROMYCIN	mef(A)	mef(A)	RBH	0.995	1.0	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN
WP_063853729.1	ncbi	mef(En2)	phenotype: confers resistance to subclass: MACROLIDE, product: macrolide efflux MFS transporter Mef(En2)	ARO3004659	Mef(En2)	RBH	1.0	1.0	PMID: ['10852890'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000747:mef, phenotype: confers resistance to antibiotic: LINCOMYCIN						
WP_063853866.1	ncbi	mph(A)	phenotype: confers resistance to subclass: AZITHROMYCIN, ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN, product: Mph(A) family macrolide 2'-phosphotransferase	ARO3000316	mphA	RBH	0.986	1.0	PMID: ['17302923', '29317655', '8619599', '20231391'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  DIRITHROMYCIN,  ERYTHROMYCIN,  OLEANDOMYCIN,  ROXITHROMYCIN,  TELITHROMYCIN	mph(A)	mph(A)	RBH	0.986	1.0	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN
WP_063853881.1	ncbi	mph(C)	phenotype: confers resistance to subclass: ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN, product: Mph(C) family macrolide 2'-phosphotransferase	ARO3000319	mphC	RBH	1.0	1.0	PMID: ['17302923', '29317655', '12670694'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000333:macrolide phosphotransferase (MPH), phenotype: confers resistance to antibiotic: AZITHROMYCIN,  CLARITHROMYCIN,  DIRITHROMYCIN,  ERYTHROMYCIN,  OLEANDOMYCIN,  ROXITHROMYCIN,  SPIRAMYCIN,  TELITHROMYCIN,  TYLOSIN	mph(C)	mph(C)	RBH	1.0	1.0	phenotype: confers resistance to: ERYTHROMYCIN, SPIRAMYCIN, TELITHROMYCIN
WP_063854317.1	ncbi	msr(A)	phenotype: confers resistance to subclass: ERYTHROMYCIN, STREPTOGRAMIN B, product: ABC-F type ribosomal protection protein Msr(A)	ARO3000251	msrA	RBH	0.983	1.0	PMID: ['15914491'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC,  STREPTOGRAMIN ANTIBIOTIC, is_a: ARO:3004471:msr-type ABC-F protein, phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  QUINUPRISTIN	msr(A)	msr(A)	RBH	0.983	1.0	phenotype: confers resistance to: AZITHROMYCIN, ERYTHROMYCIN, PRISTINAMYCIN IA, QUINUPRISTIN, TELITHROMYCIN, VIRGINIAMYCIN S
WP_063854488.1	ncbi	mupB	phenotype: confers resistance to subclass: MUPIROCIN, product: mupirocin-resistant isoleucine--tRNA ligase MupB	ARO3000510	Staphylococcus aureus mupB conferring resistance to mupirocin	RBH	1.0	1.0	PMID: ['22252810'], additional_phenotype: confers resistance to drug class: MUPIROCIN-LIKE ANTIBIOTIC, is_a: ARO:3000446:antibiotic-resistant isoleucyl-tRNA synthetase (ileS), phenotype: confers resistance to antibiotic: MUPIROCIN	mupB	mupB	RBH	0.999	1.0	phenotype: confers resistance to: MUPIROCIN
WP_063854489.1	ncbi	myrA	phenotype: confers resistance to subclass: TYLOSIN, product: 23S rRNA (guanine(748)-N(1))-methyltransferase MyrA	ARO3001300	myrA	RBH	1.0	1.0	PMID: ['8163173', '12417742'], is_a: ARO:3000492:gene involved in self-resistance to antibiotic,ARO:3001298:non-erm 23S ribosomal RNA methyltransferase (G748), phenotype: confers resistance to antibiotic: MYCINAMICIN,  TYLOSIN						
WP_063854490.1	ncbi	nimB	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimB	ARO3004655	nimB	RBH	1.0	1.0	PMID: ['8067736', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	nimB	nimB	RBH	1.0	1.0	phenotype: confers resistance to: METRONIDAZOLE
WP_063854491.1	ncbi	nimC	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimC	ARO3007105	nimC	RBH	1.0	1.0	PMID: ['7773395', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	nimC	nimC	RBH	1.0	1.0	phenotype: confers resistance to: METRONIDAZOLE
WP_063854492.1	ncbi	nimD	phenotype: confers resistance to subclass: NITROIMIDAZOLE, product: 5-nitroimidazole reductase NimD	ARO3007106	nimD	RBH	1.0	1.0	PMID: ['7773395', '10970359'], additional_phenotype: confers resistance to drug class: NITROIMIDAZOLE ANTIBIOTIC, is_a: ARO:3007103:nitroimidazole reductase, phenotype: confers resistance to antibiotic: METRONIDAZOLE	nimD	nimD	RBH	1.0	1.0	phenotype: confers resistance to: METRONIDAZOLE
WP_063854493.1	ncbi	nshR	phenotype: confers resistance to subclass: THIOSTREPTON, product: NshR family nosiheptide/thiostrepton resistance 23S rRNA methyltransferase							-	-	-	-	-	-
WP_063854494.1	ncbi	ole(B)	phenotype: confers resistance to subclass: OLEANDOMYCIN, product: ABC-F type ribosomal protection protein Ole(B)	ARO3003036	oleB	RBH	1.0	1.0	PMID: ['9003412'], is_a: ARO:3007068:Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins, phenotype: confers resistance to antibiotic: OLEANDOMYCIN	ole(B)	ole(B)	RBH	1.0	1.0	phenotype: confers resistance to: OLEANDOMYCIN
WP_063854495.1	ncbi	oleD	phenotype: confers resistance to subclass: ERYTHROMYCIN, OLEANDOMYCIN, TYLOSIN, product: oleandomycin glycosyltransferase OleD	ARO3000865	oleD	RBH	1.0	1.0	PMID: ['10766792', '8244027', '17376874'], additional_phenotype: confers resistance to drug class: MACROLIDE ANTIBIOTIC, is_a: ARO:3000465:ole glycosyltransferase, phenotype: confers resistance to antibiotic: ERYTHROMYCIN,  TYLOSIN	-	-	-	-	-	-
WP_063854496.1	ncbi	optrA	phenotype: confers resistance to subclass: FLORFENICOL, OXAZOLIDINONE, product: ABC-F type ribosomal protection protein OptrA	ARO3003746	optrA	RBH	1.0	1.0	PMID: ['25977397'], is_a: ARO:3007068:Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins, phenotype: confers resistance to antibiotic: CHLORAMPHENICOL,  FLORFENICOL,  LINEZOLID,  TEDIZOLID	optrA	optrA	RBH	0.998	1.0	phenotype: confers resistance to: CHLORAMPHENICOL, FLORFENICOL, LINEZOLID
WP_063854498.1	ncbi	otr(A)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection protein Otr(A)	ARO3007127	Streptomyces lividans otr(A)	RBH	1.0	1.0	PMID: ['1510403'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet	tet	RBH	1.0	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063854500.1	ncbi	otr(B)	phenotype: confers resistance to subclass: TETRACYCLINE, product: oxytetracycline resistance efflux MFS transporter OtrB	ARO3002892	otr(B)	RBH	1.0	1.0	PMID: ['9867793'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	otr(B)	otr(B)	RBH	1.0	0.9573712255772646	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063854501.1	ncbi	blaPEN-I	phenotype: confers resistance to subclass: BETA-LACTAM, product: PEN-I family class A beta-lactamase												
WP_063854502.1	ncbi	pexA	phenotype: confers resistance to subclass: PHENICOL, product: phenicol efflux MFS transporter PexA	ARO3004666	pexA	RBH	1.0	1.0	PMID: ['20543056'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: CHLORAMPHENICOL,  FLORFENICOL	pexA	pexA	RBH	1.0	1.0	phenotype: confers resistance to: CHLORAMPHENICOL, FLORFENICOL
WP_063854778.1	ncbi	qepA5	phenotype: confers resistance to subclass: QUINOLONE, product: fluoroquinolone efflux MFS transporter QepA5							qepA	qepA	RBH	1.0	1.0	phenotype: confers resistance to: CIPROFLOXACIN
WP_063854808.1	ncbi	qnrS10	phenotype: confers resistance to subclass: QUINOLONE, product: quinolone resistance pentapeptide repeat protein QnrS10	ARO3004622	QnrS10	RBH	1.0	1.0	PMID: ['23648253'], additional_phenotype: confers resistance to drug class: FLUOROQUINOLONE ANTIBIOTIC, is_a: ARO:3000419:quinolone resistance protein (qnr), phenotype: confers resistance to antibiotic: CIPROFLOXACIN,  GATIFLOXACIN,  LEVOFLOXACIN,  MOXIFLOXACIN,  NALIDIXIC ACID,  NORFLOXACIN,  SPARFLOXACIN	qnrS10	qnrS10	RBH	1.0	1.0	phenotype: confers resistance to: CIPROFLOXACIN
WP_063854815.1	ncbi	rgt	phenotype: confers resistance to subclass: RIFAMYCIN, product: Rgt1438 family rifamycin-inactivating glycosyltransferase	ARO3002883	rgt1438	RBH	1.0	1.0	PMID: ['22802246'], additional_phenotype: confers resistance to drug class: RIFAMYCIN ANTIBIOTIC, is_a: ARO:3000443:rifampin glycosyltransferase, phenotype: confers resistance to antibiotic: RIFABUTIN,  RIFAMPIN,  RIFAPENTINE,  RIFAXIMIN	-	-	-	-	-	-
WP_063854824.1	ncbi	rmtA	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: RmtA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	ARO3000859	rmtA	RBH	1.0	1.0	PMID: ['14667745'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3004271:16S rRNA methyltransferase (G1405), phenotype: confers resistance to antibiotic: G418,  AMIKACIN,  ARBEKACIN,  DIBEKACIN,  GENTAMICIN B,  GENTAMICIN C,  ISEPAMICIN,  KANAMYCIN A,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	rmtA	rmtA	RBH	1.0	1.0	phenotype: confers resistance to: AMIKACIN, ARBEKACIN, GENTAMICIN, ISEPAMICIN, KANAMYCIN, TOBRAMYCIN
WP_063854854.1	ncbi	rmtB2	phenotype: confers resistance to subclass: AMINOGLYCOSIDE, product: 16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB2	ARO3000860	rmtB	OWH	0.95	1.0	PMID: ['19303884', '20614151'], additional_phenotype: confers resistance to drug class: AMINOGLYCOSIDE ANTIBIOTIC, is_a: ARO:3004271:16S rRNA methyltransferase (G1405), phenotype: confers resistance to antibiotic: G418,  AMIKACIN,  ARBEKACIN,  DIBEKACIN,  GENTAMICIN B,  GENTAMICIN C,  ISEPAMICIN,  KANAMYCIN A,  NETILMICIN,  SISOMICIN,  TOBRAMYCIN	rmtB2	rmtB2	RBH	1.0	1.0	phenotype: confers resistance to: AMIKACIN, GENTAMICIN, TOBRAMYCIN
WP_063854910.1	ncbi	rph	phenotype: confers resistance to subclass: RIFAMYCIN, product: rifamycin-inactivating phosphotransferase Rph	ARO3000444	rphA	RBH	1.0	1.0	PMID: ['7928806', '24778229', '27103605'], additional_phenotype: confers resistance to drug class: RIFAMYCIN ANTIBIOTIC, is_a: ARO:3004040:rifampin phosphotransferase, phenotype: confers resistance to antibiotic: RIFABUTIN,  RIFAMPIN,  RIFAPENTINE,  RIFAXIMIN	-	-	-	-	-	-
WP_063854920.1	ncbi	sal(A)	phenotype: confers resistance to subclass: LINCOSAMIDE, PLEUROMUTILIN, STREPTOGRAMIN, product: ABC-F type ribosomal protection protein Sal(A)	ARO3003749	salA	RBH	1.0	1.0	PMID: ['25891423', '24687494'], additional_phenotype: confers resistance to drug class: LINCOSAMIDE ANTIBIOTIC,  PLEUROMUTILIN ANTIBIOTIC,  STREPTOGRAMIN A ANTIBIOTIC, is_a: ARO:3007030:sal-type ABC-F protein, phenotype: confers resistance to antibiotic: CLINDAMYCIN,  LINCOMYCIN,  RETAPAMULIN,  TIAMULIN,  VIRGINIAMYCIN M1	sal(A)	sal(A)	RBH	1.0	1.0	phenotype: confers resistance to: CLINDAMYCIN, DALFOPRISTIN, LINCOMYCIN, PRISTINAMYCIN IIA, TIAMULIN, VIRGINIAMYCIN M
WP_063854936.1	ncbi	sta	phenotype: confers resistance to subclass: STREPTOTHRICIN, product: streptothricin N-acetyltransferase STAT	ARO3004699	sta	RBH	1.0	1.0	PMID: ['3106324'], additional_phenotype: confers resistance to drug class: NUCLEOSIDE ANTIBIOTIC, is_a: ARO:3000869:streptothricin acetyltransferase (SAT), phenotype: confers resistance to antibiotic: STREPTOTHRICIN						
WP_063855091.1	ncbi	sul1	phenotype: confers resistance to subclass: SULFONAMIDE, product: sulfonamide-resistant dihydropteroate synthase Sul1	ARO3000410	sul1	RBH	0.989	0.996415770609319	PMID: ['21537009', '19075060', '17827139', '17158944', '11432417', '18753343'], additional_phenotype: confers resistance to drug class: SULFONAMIDE ANTIBIOTIC, is_a: ARO:3004238:sulfonamide resistant sul, phenotype: confers resistance to antibiotic: MAFENIDE,  SULFACETAMIDE,  SULFADIAZINE,  SULFADIMIDINE,  SULFADOXINE,  SULFAMETHIZOLE,  SULFAMETHOXAZOLE,  SULFASALAZINE,  SULFISOXAZOLE	sul1	sul1	RBH	0.989	0.9823321554770318	phenotype: confers resistance to: SULFAMETHOXAZOLE
WP_063855713.1	ncbi	tet(37)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance NADPH-dependent oxidoreductase Tet(37)	ARO3002871	tet(37)	RBH	1.0	1.0	PMID: ['12654685'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:3000036:tetracycline inactivation enzyme, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(37)	tet(37)	RBH	1.0	1.0	phenotype: confers resistance to: TETRACYCLINE
WP_063855881.1	ncbi	tet(41)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(41)	ARO3000569	tet(41)	RBH	1.0	1.0	PMID: ['17308196'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(41)	tet(41)	RBH	0.997	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063855882.1	ncbi	tet(42)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(42)	ARO3000572	tet(42)	RBH	1.0	1.0	PMID: ['18809935'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(42)	tet(42)	RBH	1.0	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063855885.1	ncbi	tet(45)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(45)	ARO3003196	tet(45)	RBH	1.0	1.0	PMID: ['22001175', '23595824'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(45)	tet(45)	RBH	1.0	0.980349344978166	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063855982.1	ncbi	tet(A)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(A)	ARO3000165	tet(A)	RBH	0.989	0.9397590361445783	PMID: ['8821947', '15837373'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(A)	tet(A)	RBH	0.987	0.9849624060150376	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063856075.1	ncbi	tet(D)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(D)	ARO3000168	tet(D)	RBH	0.997	1.0	PMID: ['15837373'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(D)	tet(D)	RBH	0.997	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063856077.1	ncbi	tet(G)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(G)	ARO3000174	tet(G)	RBH	0.946	1.0	PMID: ['15837373'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(G)	tet(G)	RBH	0.945	0.979539641943734	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063856115.1	ncbi	tet(M)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection protein Tet(M)	ARO3000186	tet(M)	RBH	1.0	1.0	PMID: ['19475445'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: CHLORTETRACYCLINE,  DEMECLOCYCLINE,  DOXYCYCLINE,  MINOCYCLINE,  OXYTETRACYCLINE,  TETRACYCLINE	tet(M)	tet(M)	RBH	0.987	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063856404.1	ncbi	tet(O)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection protein Tet(O)	ARO3000190	tet(O)	RBH	0.974	1.0	PMID: ['2841293', '9848445'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: CHLORTETRACYCLINE,  DEMECLOCYCLINE,  DOXYCYCLINE,  MINOCYCLINE,  OXYTETRACYCLINE,  TETRACYCLINE	tet(O)	tet(O)	RBH	0.974	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063856409.1	ncbi	tet(Q)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection protein Tet(Q)	ARO3000191	tet(Q)	RBH	0.96	0.9756468797564688	PMID: ['20826220', '9372425'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: CHLORTETRACYCLINE,  DEMECLOCYCLINE,  DOXYCYCLINE,  MINOCYCLINE,  OXYTETRACYCLINE,  TETRACYCLINE	tet(Q)	tet(Q)	RBH	0.975	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063856413.1	ncbi	tet(T)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection protein Tet(T)	ARO3000193	tet(T)	RBH	0.993	1.0	PMID: ['8980765'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: CHLORTETRACYCLINE,  DEMECLOCYCLINE,  DOXYCYCLINE,  MINOCYCLINE,  OXYTETRACYCLINE,  TETRACYCLINE	tet(T)	tet(T)	RBH	0.993	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063856414.1	ncbi	tet(W)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection protein Tet(W)	ARO3000194	tet(W)	RBH	0.973	1.0	PMID: ['10681357'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: CHLORTETRACYCLINE,  DEMECLOCYCLINE,  DOXYCYCLINE,  MINOCYCLINE,  OXYTETRACYCLINE,  TETRACYCLINE	tet(W)	tet(W)	RBH	0.973	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063856419.1	ncbi	tet(O/W/32/O)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline resistance ribosomal protection mosaic protein Tet(O/W/32/O)	ARO3007122	tet(O/W/32/O)	RBH	1.0	1.0	PMID: ['17967912'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:0000002:tetracycline-resistant ribosomal protection protein, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(O/W/32/O/W/O)	tet(O/W/32/O/W/O)	RBH	1.0	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE
WP_063856444.1	ncbi	tet(X5)	phenotype: confers resistance to subclass: TIGECYCLINE, product: tetracycline-inactivating monooxygenase Tet(X5)	ARO3005056	tet(X6)	RBH	0.989	1.0	PMID: ['32068864'], additional_phenotype: confers resistance to drug class: TETRACYCLINE ANTIBIOTIC, is_a: ARO:3000036:tetracycline inactivation enzyme, phenotype: confers resistance to antibiotic: MINOCYCLINE,  OXYTETRACYCLINE,  TETRACYCLINE	tet(X6)	tet(X6)	RBH	0.989	1.0	phenotype: confers resistance to: DOXYCYCLINE, MINOCYCLINE, TETRACYCLINE, TIGECYCLINE
WP_063856459.1	ncbi	tet(Y)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(Y)	ARO3000182	tet(Y)	RBH	0.979	1.0	PMID: ['15837373'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: TETRACYCLINE	tet(Y)	tet(Y)	RBH	0.979	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE
WP_063856469.1	ncbi	tetA(46)	phenotype: confers resistance to subclass: TETRACYCLINE, product: tetracycline efflux ABC transporter Tet(46) subunit A	ARO3004032	tetA(46)	RBH	1.0	1.0	PMID: ['22941900'], is_a: ARO:3000748:subunit of efflux pump conferring antibiotic resistance	tetA(46)	tetA(46)	RBH	1.0	1.0	phenotype: confers resistance to: DOXYCYCLINE, TETRACYCLINE, TIGECYCLINE
WP_063856491.1	ncbi	tlr(C)	phenotype: confers resistance to subclass: TYLOSIN, product: ABC-F type ribosomal protection protein Tlr(C)	ARO3002827	tlrC	RBH	1.0	1.0	PMID: ['1864505'], is_a: ARO:3007068:Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins, phenotype: confers resistance to antibiotic: LINCOMYCIN,  MYCINAMICIN,  TYLOSIN	tlr(C)	tlr(C)	RBH	1.0	1.0	phenotype: confers resistance to: TYLOSIN
WP_063856492.1	ncbi	tsnR	phenotype: confers resistance to subclass: THIOSTREPTON, product: 23S rRNA (adenine(1067)-N)-methyltransferase TsnR	ARO3003060	tsnR	RBH	1.0	1.0	PMID: ['7590303'], additional_phenotype: confers resistance to drug class: PEPTIDE ANTIBIOTIC, is_a: ARO:3003065:non-erm 23S ribosomal RNA methyltransferase (A1067), phenotype: confers resistance to antibiotic: THIOSTREPTON	-	-	-	-	-	-
WP_063856521.1	ncbi	vanA	phenotype: confers resistance to subclass: VANCOMYCIN, product: D-alanine--(R)-lactate ligase VanA	ARO3000010	vanA	RBH	0.997	1.0	PMID: ['9177243'], is_a: ARO:3002978:D-Ala-D-Lac ligase	VanHAX	VanHAX	RBH	1.0	1.0	phenotype: confers resistance to: TEICOPLANIN, VANCOMYCIN
WP_063856526.1	ncbi	vanA-Pa	phenotype: confers resistance to subclass: VANCOMYCIN, product: D-alanine--(R)-lactate ligase VanA-Pa												
WP_063856531.1	ncbi	vanA-Pt	phenotype: confers resistance to subclass: VANCOMYCIN, product: D-alanine--(R)-lactate ligase VanA-Pt												
WP_063856536.1	ncbi	vanA-Pt2	phenotype: confers resistance to subclass: VANCOMYCIN, product: D-alanine--(R)-lactate ligase VanA-Pt2	ARO3000010	vanA	OWH	0.903	1.0	PMID: ['9177243'], is_a: ARO:3002978:D-Ala-D-Lac ligase	VanHAX	VanHAX	OWH	0.901	1.0	phenotype: confers resistance to: TEICOPLANIN, VANCOMYCIN
WP_063856635.1	ncbi	vanC	phenotype: confers resistance to subclass: VANCOMYCIN, product: D-alanine--D-serine ligase VanC2/3												
