id	database	name	metadata	ncbi: id	ncbi: name	ncbi: match_type	ncbi: match_identity	ncbi: match_coverage	ncbi: metadata	resfinder: id	resfinder: name	resfinder: match_type	resfinder: match_identity	resfinder: match_coverage	resfinder: metadata
ARO:3001012	card	TEM-145	additional_phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,ceftazidime	WP_063864857.1	blaTEM-145	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: inhibitor-resistant broad-spectrum class A beta-lactamase TEM-145	blaTEM-145	blaTEM-145	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3002262	card	IND-6	PMID: ['19651915'], is_a: ARO:3000060:IND beta-lactamase, phenotype: confers resistance to drug class: carbapenem	WP_063860629.1	blaIND-6	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase IND-6	blaIND-6	blaIND-6	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem
ARO:3001981	card	CTX-M-122	is_a: ARO:3000016:CTX-M beta-lactamase, phenotype: confers resistance to drug class: cephalosporin	WP_063859932.1	blaCTX-M-122	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase CTX-M-122	blaCTX-M-122	blaCTX-M-122	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin
ARO:3002813	card	lmrB	PMID: ['15317768'], is_a: ARO:0010001:ATP-binding cassette (ABC) antibiotic efflux pump												
ARO:3002756	card	QnrB41	PMID: ['21830908'], additional_phenotype: confers resistance to drug class: fluoroquinolone antibiotic, is_a: ARO:3000419:quinolone resistance protein (qnr), phenotype: confers resistance to antibiotic: ciprofloxacin,gatifloxacin,levofloxacin,moxifloxacin,nalidixic acid,norfloxacin,sparfloxacin	WP_063866087.1	qnrB41	RBH	1.0	0.947136563876652	phenotype: confers resistance to subclass QUINOLONE, product: quinolone resistance pentapeptide repeat protein QnrB41	qnrB41	qnrB41	RBH	1.0	0.947136563876652	phenotype: confers resistance to Ciprofloxacin
ARO:3001129	card	SHV-75	PMID: ['19272757'], is_a: ARO:3000015:SHV beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_023316270.1	blaSHV-75	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: broad-spectrum class A beta-lactamase SHV-75	blaSHV-75	blaSHV-75	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin
ARO:3002995	card	ROB-1	PMID: ['2024956', '17438055'], is_a: ARO:3002994:ROB beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_005618523.1	blaROB-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: broad-spectrum class A beta-lactamase ROB-1	blaROB-1	blaROB-1	RBH	1.0	1.0	phenotype: confers resistance to Penicillin, Amoxicillin, Ampicillin
ARO:3003014	card	dfrA16	PMID: ['17233727'], additional_phenotype: confers resistance to drug class: diaminopyrimidine antibiotic, is_a: ARO:3001218:trimethoprim resistant dihydrofolate reductase dfr, phenotype: confers resistance to antibiotic: trimethoprim	WP_063844364.1	dfrA16	RBH	0.98	1.0	phenotype: confers resistance to subclass TRIMETHOPRIM, product: trimethoprim-resistant dihydrofolate reductase DfrA16	dfrA16	dfrA16	RBH	0.98	0.9681528662420382	phenotype: confers resistance to Trimethoprim
ARO:3002420	card	OKP-A-3	PMID: ['16304190'], is_a: ARO:3002417:OKP beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_044522859.1	blaOKP-A-3	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: broad-spectrum class A beta-lactamase OKP-A-3	blaOKP-A-3	blaOKP-A-3	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3002013	card	CMY-2	PMID: ['8787910', '33416461'], additional_phenotype: confers resistance to drug class: second-generation cephalosporin, is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,cefalotin,cefazolin,cefixime,cefoxitin,ceftazidime,ceftriaxone,ertapenem	WP_000976514.1	blaCMY-2	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase CMY-2	blaCMY-2	blaCMY-2	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3003016	card	dfrA20	PMID: ['15616323'], additional_phenotype: confers resistance to drug class: diaminopyrimidine antibiotic, is_a: ARO:3001218:trimethoprim resistant dihydrofolate reductase dfr, phenotype: confers resistance to antibiotic: trimethoprim	WP_032491181.1	dfrA20	RBH	1.0	1.0	phenotype: confers resistance to subclass TRIMETHOPRIM, product: trimethoprim-resistant dihydrofolate reductase DfrA20	dfrA20	dfrA20	RBH	1.0	1.0	phenotype: confers resistance to Trimethoprim
ARO:3002286	card	VIM-16	PMID: ['18519714'], is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_063865171.1	blaVIM-16	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-16	blaVIM-16	blaVIM-16	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3001329	card	mdtG	PMID: ['20008776'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: fosfomycin												
ARO:3001571	card	OXA-385	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063862749.1	blaOXA-385	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-385	blaOXA-385	blaOXA-385	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3001631	card	OXA-96	PMID: ['17284537'], is_a: ARO:3007728:OXA-58-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063864543.1	blaOXA-96	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96	blaOXA-96	blaOXA-96	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3001859	card	IMI-2	PMID: ['15752444', '21192875'], is_a: ARO:3000018:IMI beta-lactamase, phenotype: confers resistance to drug class: carbapenem	WP_032491237.1	blaIMI-2	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: carbapenem-hydrolyzing class A beta-lactamase IMI-2	blaIMI-2	blaIMI-2	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3001378	card	TEM-201	PMID: ['24701189'], additional_phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,ceftazidime	WP_063864894.1	blaTEM-201	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: class A beta-lactamase TEM-201	blaTEM-201	blaTEM-201	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3001548	card	OXA-361	is_a: ARO:3007700:OXA-134-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063862731.1	blaOXA-361	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-361	blaOXA-361	blaOXA-361	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3001192	card	SHV-153	PMID: ['23587957'], is_a: ARO:3000015:SHV beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_063864639.1	blaSHV-153	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase SHV-153	blaSHV-153	blaSHV-153	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3001516	card	OXA-328	is_a: ARO:3007706:OXA-213-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063862662.1	blaOXA-328	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-328	blaOXA-328	blaOXA-328	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3002506	card	PDC-7	PMID: ['19258272'], is_a: ARO:3000098:PDC beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,monobactam	WP_063864584.1	blaPDC-7	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: class C beta-lactamase PDC-7	blaPAO	blaPAO	OWH	0.965	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Cefepime, Ceftazidime
ARO:3002373	card	VEB-4	PMID: ['18292096'], is_a: ARO:3000043:VEB beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,monobactam	WP_063865159.1	blaVEB-4	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase VEB-4	blaVEB-4	blaVEB-4	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3003557	card	SFB-1	PMID: ['15772146'], is_a: ARO:3003555:SHW beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_063842911.1	blaSFB-1	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: SHW family subclass B1 metallo-beta-lactamase SFB-1						
ARO:3001710	card	OXA-211	PMID: ['22128805'], is_a: ARO:3007705:OXA-211-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063861666.1	blaOXA-211	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: carbapenem-hydrolyzing class D beta-lactamase OXA-211	blaOXA-211	blaOXA-211	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid
ARO:3002358	card	NDM-8	PMID: ['23459485'], is_a: ARO:3000057:NDM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_032492624.1	blaNDM-8	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase NDM-8	blaNDM-8	blaNDM-8	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Temocillin
ARO:3001801	card	OXA-147	PMID: ['20008045'], is_a: ARO:3007697:OXA-10-like beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_063861045.1	blaOXA-147	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: OXA-10 family extended-spectrum class D beta-lactamase OXA-147	blaOXA-147	blaOXA-147	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime
ARO:3003551	card	emeA	PMID: ['12576692'], is_a: ARO:3000112:multidrug and toxic compound extrusion (MATE) transporter, phenotype: confers resistance to antibiotic: acriflavine												
ARO:3001088	card	SHV-30	PMID: ['16251316'], is_a: ARO:3000015:SHV beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_032491180.1	blaSHV-30	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase SHV-30	blaSHV-30	blaSHV-30	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin
ARO:3001793	card	OXA-320	PMID: ['24027220'], is_a: ARO:3007696:OXA-1-like beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,penicillin beta-lactam	WP_063862622.1	blaOXA-320	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: OXA-1 family class D beta-lactamase OXA-320	blaOXA-320	blaOXA-320	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3000498	card	ErmF	PMID: ['26219215'], additional_phenotype: confers resistance to drug class: lincosamide antibiotic,macrolide antibiotic,streptogramin antibiotic, is_a: ARO:3000560:Erm 23S ribosomal RNA methyltransferase, phenotype: confers resistance to antibiotic: azithromycin,clarithromycin,clindamycin,dalfopristin,dirithromycin,erythromycin,griseoviridin,lincomycin,madumycin II,oleandomycin,ostreogrycin B3,patricin A,patricin B,pristinamycin IA,pristinamycin IB,pristinamycin IC,quinupristin,roxithromycin,spiramycin,telithromycin,tylosin,vernamycin C,virginiamycin M1,virginiamycin S2	WP_063844773.1	erm(F)	RBH	0.973	1.0	phenotype: confers resistance to subclass CLINDAMYCIN/MACROLIDE/STREPTOGRAMIN, product: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(F)	erm(F)	erm(F)	RBH	0.996	1.0	phenotype: confers resistance to Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
ARO:3002136	card	DHA-7	is_a: ARO:3000068:DHA beta-lactamase, phenotype: confers resistance to drug class: cephalosporin	WP_058648119.1	blaDHA-7	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class C beta-lactamase DHA-7	blaDHA-7	blaDHA-7	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3001616	card	OXA-68	PMID: ['15760431'], is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_001021775.1	blaOXA-68	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-68	blaOXA-68	blaOXA-68	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3002761	card	QnrB46	PMID: ['21816942'], additional_phenotype: confers resistance to drug class: fluoroquinolone antibiotic, is_a: ARO:3000419:quinolone resistance protein (qnr), phenotype: confers resistance to antibiotic: ciprofloxacin,gatifloxacin,levofloxacin,moxifloxacin,nalidixic acid,norfloxacin,sparfloxacin	WP_063866162.1	qnrB53	RBH	1.0	0.9469026548672567	phenotype: confers resistance to subclass QUINOLONE, product: quinolone resistance pentapeptide repeat protein QnrB53	qnrB53	qnrB53	RBH	1.0	0.9469026548672567	phenotype: confers resistance to Ciprofloxacin
ARO:3003110	card	catB10	PMID: ['20735174'], additional_phenotype: confers resistance to drug class: phenicol antibiotic, is_a: ARO:3000122:chloramphenicol acetyltransferase (CAT), phenotype: confers resistance to antibiotic: azidamfenicol,chloramphenicol,thiamphenicol	WP_063843223.1	catB10	RBH	0.995	1.0	phenotype: confers resistance to subclass CHLORAMPHENICOL, product: type B chloramphenicol O-acetyltransferase CatB10	catB10	catB10	RBH	0.995	1.0	phenotype: confers resistance to Chloramphenicol
ARO:3002298	card	VIM-28	is_a: ARO:3000021:VIM beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_063865178.1	blaVIM-28	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: subclass B1 metallo-beta-lactamase VIM-28	blaVIM-28	blaVIM-28	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
ARO:3000781	card	adeJ	PMID: ['18086852'], is_a: ARO:3000748:subunit of efflux pump conferring antibiotic resistance												
ARO:3000892	card	TEM-21	PMID: ['8586268', '9687421', '2184088', '10103213'], additional_phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,ceftazidime	WP_063864899.1	blaTEM-21	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase TEM-21	blaTEM-21	blaTEM-21	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin
ARO:3001542	card	OXA-355	is_a: ARO:3007709:OXA-229-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063862726.1	blaOXA-355	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-355	blaOXA-355	blaOXA-355	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3003057	card	smeF	PMID: ['11709330'], is_a: ARO:3000748:subunit of efflux pump conferring antibiotic resistance												
ARO:3001520	card	OXA-332	is_a: ARO:3007706:OXA-213-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063862690.1	blaOXA-332	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-332	blaOXA-332	blaOXA-332	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3001856	card	CFE-1	PMID: ['15047515'], is_a: ARO:3000069:CMY beta-lactamase, phenotype: confers resistance to drug class: second-generation cephalosporin	WP_032490699.1	blaCFE-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: CMY-2 family cephalosporin-hydrolyzing class C beta-lactamase CFE-1	blaCFE-1	blaCFE-1	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3002414	card	OXY-6-2	PMID: ['16048960'], is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam	WP_063864557.1	blaOXY-6-2	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-6-2	blaOXY-6-2	blaOXY-6-2	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3001827	card	ACT-16	PMID: ['24336426'], is_a: ARO:3000072:ACT beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_222663284.1	blaACT-157	OWH	0.973	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: cephalosporin-hydrolyzing class C beta-lactamase ACT-157	blaACT-16	blaACT-16	OWH	0.973	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3002245	card	CARB-6	PMID: ['9925522'], is_a: ARO:3000091:CARB beta-lactamase, phenotype: confers resistance to drug class: penicillin beta-lactam	WP_063859348.1	blaCARB-6	RBH	1.0	1.0	phenotype: confers resistance to subclass BETA-LACTAM, product: PSE family carbenicillin-hydrolyzing class A beta-lactamase CARB-6	blaCARB-6	blaCARB-6	RBH	1.0	1.0	phenotype: confers resistance to Ampicillin, Amoxicillin, Piperacillin
ARO:3003197	card	aadA25	PMID: ['22001175'], is_a: ARO:3000232:ANT(3'')-Ia, phenotype: confers resistance to antibiotic: spectinomycin,streptomycin	WP_063840441.1	aadA3	OWH	0.921	1.0	phenotype: confers resistance to subclass STREPTOMYCIN, product: ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA3	aadA8b	aadA8b	OWH	0.931	1.0	phenotype: confers resistance to Spectinomycin, Streptomycin
ARO:3002400	card	OXY-2-5	PMID: ['12807183'], is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam	WP_063842759.1	blaOXY-2-5	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-2-5	blaOXY-2-7	blaOXY-2-7	OWH	0.931	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3002396	card	OXY-2-1	PMID: ['16048960'], is_a: ARO:3002388:OXY beta-lactamase, phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam	WP_032727905.1	blaOXY-2-1	RBH	1.0	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase OXY-2-1	blaOXY-2-1	blaOXY-2-1	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
ARO:3000215	card	mecR1	PMID: ['1544435'], is_a: ARO:3000100:gene modulating beta-lactam resistance	WP_000952923.1	mecR1	RBH	1.0	1.0	phenotype: confers resistance to subclass METHICILLIN, product: beta-lactam sensor/signal transducer MecR1						
ARO:3001536	card	OXA-349	is_a: ARO:3007706:OXA-213-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063862719.1	blaOXA-349	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-349	blaOXA-349	blaOXA-349	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3000956	card	TEM-89	PMID: ['11709345'], additional_phenotype: confers resistance to drug class: cephalosporin,monobactam,penicillin beta-lactam, is_a: ARO:3000014:TEM beta-lactamase, phenotype: confers resistance to antibiotic: ampicillin,ceftazidime	WP_032488414.1	blaTEM-3	OWH	0.95	1.0	phenotype: confers resistance to subclass CEPHALOSPORIN, product: extended-spectrum class A beta-lactamase TEM-3	blaTEM-3	blaTEM-3	OWH	0.95	1.0	phenotype: confers resistance to Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin
ARO:3002333	card	GES-4	PMID: ['15273099'], is_a: ARO:3000066:GES beta-lactamase, phenotype: confers resistance to drug class: carbapenem,cephalosporin,penicillin beta-lactam	WP_063860518.1	blaGES-4	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase GES-4	blaGES-4	blaGES-4	RBH	1.0	1.0	phenotype: confers resistance to Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefoxitin, Ceftazidime, Piperacillin, Ticarcillin
ARO:3001440	card	OXA-115	is_a: ARO:3007725:OXA-51-like beta-lactamase, phenotype: confers resistance to drug class: carbapenem,penicillin beta-lactam	WP_063861004.1	blaOXA-115	RBH	1.0	1.0	phenotype: confers resistance to subclass CARBAPENEM, product: OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-115	blaOXA-115	blaOXA-115	RBH	1.0	1.0	phenotype: confers resistance to Unknown Beta-lactam
ARO:3002601	card	aadA	PMID: ['2986186'], is_a: ARO:3000232:ANT(3'')-Ia, phenotype: confers resistance to antibiotic: spectinomycin,streptomycin	WP_001910823.1	aadA1	RBH	0.996	1.0	phenotype: confers resistance to subclass STREPTOMYCIN, product: ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	ant(3'')-Ia	ant(3'')-Ia	RBH	1.0	1.0	phenotype: confers resistance to Streptomycin
ARO:3002893	card	tcr3	PMID: ['8534971'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: tetracycline	WP_100931728.1	tcr3	RBH	1.0	1.0	phenotype: confers resistance to subclass TETRACYCLINE, product: tetracycline efflux MFS transporter Tcr3	tcr3	tcr3	RBH	1.0	1.0	phenotype: confers resistance to Doxycycline, Tetracycline
ARO:3002898	card	SAT-3	PMID: ['7640311'], additional_phenotype: confers resistance to drug class: nucleoside antibiotic, is_a: ARO:3000869:streptothricin acetyltransferase (SAT), phenotype: confers resistance to antibiotic: streptothricin	WP_010891086.1	sat3	RBH	1.0	1.0	phenotype: confers resistance to subclass STREPTOTHRICIN, product: streptothricin N-acetyltransferase Sat3	-	-	-	-	-	-
ARO:3000476	card	tet(31)	PMID: ['11381101', '21145184', '12383729'], is_a: ARO:0010002:major facilitator superfamily (MFS) antibiotic efflux pump, phenotype: confers resistance to antibiotic: tetracycline	WP_031204920.1	tet(31)	RBH	1.0	0.9829268292682927	phenotype: confers resistance to subclass TETRACYCLINE, product: tetracycline efflux MFS transporter Tet(31)	tet(31)	tet(31)	RBH	1.0	1.0	phenotype: confers resistance to Doxycycline, Tetracycline
ARO:3003576	card	eptA	PMID: ['15205413'], additional_phenotype: confers resistance to drug class: peptide antibiotic, is_a: ARO:3004269:pmr phosphoethanolamine transferase, phenotype: confers resistance to antibiotic: polymyxin B												
